tag,category,alias
ranguage,0,
paimon_(genshin_impact),4,"派蒙,パイモン,パイモン(原神),페이몬,Paimon,非常食(原神)"
broken,0,
dango,0,"🍡,団子,だんご,お団子,团子"
sailor_senshi_uniform,0,
elbow_rest,0,
frilled_gloves,0,
purple_hairband,0,
perspective,0,"パース,透视画法,三点透视"
torn_dress,0,
holding_towel,0,
genderswap_(ftm),0,"男体化,男の娘化,艦ショタ,東方男体化,男体化女装"
horse,0,"馬,ウマ,馬姦"
cardcaptor_sakura,3,"カードキャプターさくら,CCさくら,魔卡少女樱,ccs,cardcaptors,cardcaptorsakura"
dimples_of_venus,0,ウェヌスのえくぼ
black_mask,0,
nintendo_switch,0,"ニンテンドースイッチ,ニンテンドーSWITCH"
nishikino_maki,4,西木野真姫
animal_ear_hairband,0,
bird_ears,0,
against_glass,0,ガラス越し
dog_tags,0,"認識票,军人身份确认牌,인식표"
body_blush,0,
heart_necklace,0,
yandere,0,"ヤンデレ,病んでれ,病んだ恋の瞳,病娇,ヤンこれ,病嬌,養得累"
orange_jacket,0,
disembodied_penis,0,
explosive,0,
reverse_outfit,0,逆衣装
husband_and_wife,0,夫婦
braided_hair_rings,0,ポンデリングヘア
pole,0,
real_life,3,"実在人物,実在の人,真实人物,真实世界,现实"
river,0,"川,河"
wet_panties,0,
cat_hair_ornament,0,
jacket_partially_removed,0,
purple_theme,0,"紫,紫色,purple"
arthropod_girl,0,"虫娘,昆虫娘,虫人"
grabbing_own_ass,0,
cake_slice,0,
onozuka_komachi,4,"小野塚小町,小野冢小町,오노즈카코마치"
heart_choker,0,
sagging_breasts,0,"垂れ乳,長乳"
medium_skirt,0,
high-waist_shorts,0,
venti_(genshin_impact),4,"ウェンティ(原神),ウェンティ,温迪,Venti"
blue_wings,0,
large_bow,0,
the_legend_of_zelda:_tears_of_the_kingdom,3,"ゼルダの伝説ティアーズオブザキングダム,ティアーズオブザキングダム,ティアキン,ZeldaTearsOfTheKingdom,ブレスオブザワイルド2,botw2,totk,塞尔达传说王国之泪,王国之泪,TearsOfTheKingdom"
male_swimwear,0,"競パン,ビキニパンツ,ブーメランパンツ"
laptop,0,"ノートパソコン,ラップトップ"
tengen_toppa_gurren_lagann,3,"天元突破グレンラガン,グレンラガン"
tight_pants,0,
tokiwadai_school_uniform,0,常盤台制服
ookami_mio,4,"大神ミオ,みおーん絵,神代美玖,大神美緒"
bird_tail,0,
hands_in_hair,0,
half-closed_eye,0,"半目,半眼"
murakumo_(kancolle),4,"叢雲,叢雲(艦隊これくしょん),叢雲(艦これ),MURAKUMO"
monocle,0,"モノクル,片眼鏡,单片眼镜"
blood_splatter,0,"スプラッタ,スプラッター"
holding_shield,0,
blue_fire,0,青い炎
black_boots,0,
policewoman,0,"婦警,婦人警官,女警"
full_armor,0,
jaggy_lines,0,バイナリペン
nishikigi_chisato,4,"錦木千束,ちさたき,山葵のりこ,千束泷奈,たきちさ"
naked_ribbon,0,裸リボン
breast_envy,0,胸囲の格差社会
hot,0,
astolfo_(fate),4,"アストルフォ(Fate),アストルフォ,黒のライダー,Astolfo,攻めトルフォ,阿斯托爾福,阿斯托尔福,阿福"
kafka_(honkai:_star_rail),4,"卡芙卡,カフカ,Kafka,카프카,カフカ(スターレイル),卡夫卡,kafhime"
track_suit,0,"ジャージ,运动套装"
teamwork_(sexual),0,
holding_broom,0,
fern_(sousou_no_frieren),4,"フェルン,fern,フェルンっぱい,菲伦,フェルン(葬送のフリーレン),페른"
dressing,0,"着る,着替え,着替え中,羽織る,履く,靴下を履く"
earpiece,0,
tail_ribbon,0,しっぽリボン
brown_bag,0,
loincloth,0,腰布
black_corset,0,
mononobe_no_futo,4,"物部布都,모노노베노_후토,布都もも,ふとっぱい,布都どき者"
striped_skirt,0,
sakamata_chloe,4,"沙花叉クロヱ,またまたさかまた,さかまた飼育日記,飼育日記"
aiguillette,0,"飾緒,金モール,銀モール"
faceless_female,0,
heart-shaped_chocolate,0,
grey_coat,0,
white_horns,0,
tojo_nozomi,4,"東條希,のんたん,アルティメットのんたん,わしわしMAX,のぞえり"
nervous_smile,0,"引きつった笑顔,作り笑い"
brown_fur,0,
hands_on_own_knees,0,
kaname_madoka_(magical_girl),4,
barcode,0,バーコード
poster_(object),0,"ポスター,海报(图中物体)"
orange_dress,0,
dc_comics,3,"DCコミックス,DC,DCコミック"
heart-shaped_eyewear,0,
hand_on_another's_chin,0,
mole_on_thigh,0,
grey_hoodie,0,
bandaged_hand,0,
no_eyes,0,
grey_hat,0,
shirogane_noel,4,"白銀ノエル,ノエラート,銀鏡八重,ノエル団長"
maribel_hearn,4,"マエリベリー・ハーン,マエリベリー,玛艾露贝莉·赫恩,마에리베리한,마에리베리"
waves,0,"浪花,海浪"
machine_gun,0,"マシンガン,機関銃,MG,机枪,機槍,汎用機関銃,GPMG"
one-punch_man,3,"ワンパンマン,一撃男【腐】,onepunchman,One-punchman,一撃男"
morichika_rinnosuke,4,森近霖之助
dougi,0,"道着,도복,稽古着,稽古衣"
stomach_tattoo,0,
oozora_subaru,4,"大空スバル,プロテインザスバル,スバルーナ,山村しのぶ,鵜飼薫"
oppai_loli,0,"ロリ巨乳,ロリ爆乳,巨乳小学生,ロリ超乳"
inugami_korone,4,"戌神ころね,できたてころね,ぶっころね,HeyGuysXPotato,ころねすきー,戌飼茜,おかころ"
ice_cream_cone,0,
holding_own_arm,0,
cable_knit,0,ケーブルニット
amane_kanata,4,"天音かなた,かなたーと,かなココ,かなトワ,雨乃奏"
rose_petals,0,玫瑰花瓣
reverse_bunnysuit,0,"逆バニー,逆兔女郎,東方逆遊兎,역바니걸,역바니"
mobile_suit,0,"モビルスーツ,MS"
female_pervert,0,"痴女,変態淑女"
whip,0,"鞭,ムチ"
covering_face,0,"顔隠し,顔を覆う"
pink_skin,0,
\m/,0,🤟
pubic_hair_peek,0,ハミ毛
black_camisole,0,
ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai,3,俺の妹がこんなに可愛いわけがない
suzumiya_haruhi,4,"涼宮ハルヒ,光陽園ハルヒ,バニーハルヒ,ハルキョン,キョンハル,ハルみく,ハル長,古ハル"
unworn_jacket,0,
red_sash,0,
flat_color,0,
kitchen,0,"台所,キッチン"
snout,0,鼻口部
crotch,0,股間
yamato_(kancolle),4,"大和,大和(艦隊これくしょん),大和(艦これ)"
wine_bottle,0,酒瓶
dragon_print,0,
thigh_grab,0,
elbow_pads,0,护肘
pun,0,"ダジャレ,双关语,谐音梗"
white_vest,0,
lineart,0,線画
print_skirt,0,
twilight,0,"夕暮れ,夕闇,黄昏"
no_socks,0,"素足履き,素足に上履き"
v_over_eye,0,
sleeveless_kimono,0,
teardrop,0,"涙の雫,なみだのしずく,涙,なみだ,涙滴型"
anal_tail,0,"アナル尻尾,tail_plug"
castle,0,城
mythra_(xenoblade),4,"ヒカリ(ゼノブレイド2),ヒカリ"
ryuujou_(kancolle),4,"龍驤,龍驤(艦隊これくしょん),龍驤(艦これ),rj,rjt,RJいじめ"
grey_vest,0,
chaldea_uniform,0,魔術礼装・カルデア
tiger_girl,0,"虎娘,寅娘"
underboob_cutout,0,
condom_in_mouth,0,"咥えゴム,くわえゴム,咥え使用済みゴム,含套"
deep_penetration,0,子宮をノック
locker,0,"ロッカー,사물함,儲物櫃"
skadi_(arknights),4,"斯卡蒂,蒂蒂,スカジ,スカジ(アークナイツ),ActualSkadiArt"
eula_(genshin_impact),4,"优菈,エウルア・ローレンス,エウルア,Eula,Eula_Lawrence,エウアン"
asuna_(bunny)_(blue_archive),4,"アスナ(バニーガール),バニーアスナ,一之瀬アスナ(バニーガール)"
viewfinder,0,
arm_belt,0,
mahou_shoujo_lyrical_nanoha_strikers,3,魔法少女リリカルなのはStrikerS
single_sleeve,0,
pointy_hair,0,
pokemon_masters_ex,3,"ポケモンマスターズ,ポケマス,ポケモンマスターズEX,ポケマスアート,ポケマスEX"
single_detached_sleeve,0,
mushoku_tensei,3,"無職転生,無職轉生,无职转生"
carrying_person,0,
humanization,0,"humanized,gijinka"
carrot_hair_ornament,0,
meat,0,肉
mordred_(fate),4,"モードレッド,莫德雷德"
shenhe_(genshin_impact),4,"申鶴,申鹤,shenhe,ShenJin,申鶴(原神)"
may_(pokemon),4,"ハルカ(トレーナー),ハルカ(アニポケ),ハルカ(ルビー&サファイア),ハルカ(エメラルド),ハルカ(ORAS),ORASハルカ,ハルカ,サファイア(ポケスペ),オダマキ・サファイア,サファイア,シュウハル,ユウハル,ハルカっぱい"
forehead_protector,0,"額当て,鉢金"
blood_on_weapon,0,
kaguya-sama_wa_kokurasetai_~tensai-tachi_no_renai_zunousen~,3,"かぐや様は告らせたい,かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜,かぐや様,辉夜大小姐想让我告白~天才们的恋爱头脑战~,Kaguya-sama:_Love_Is_War"
green_sailor_collar,0,
breast_curtains,0,"おっぱい前掛け,乳暖簾,乳カーテン,奶盖"
yazawa_nico,4,"矢澤にこ,矢泽妮可,矢泽にこ"
atago_(kancolle),4,"愛宕(艦隊これくしょん),愛宕(艦これ),愛宕,胸がぱんぱかぱーん,爱宕"
autumn,0,"秋,秋季,추계,秋天,가을"
blue_belt,0,
flashing,0,
one-piece_swimsuit_pull,0,
on_grass,0,
klee_(genshin_impact),4,"可莉,クレー,クレー(原神),Klee,클레"
metroid,3,"メトロイド,メトロイドシリーズ,密特罗德,密特羅德"
xd,0,
notebook,0,
cloud_strife,4,"クラウド・ストライフ,クラウド"
white_veil,0,
dress_pull,0,
side_cutout,0,
mouse_(animal),0,"ラッテ,ラット,ねずみ"
waist_bow,0,
chun-li,4,"春麗,春丽,チュン・リー,チュンリー"
waking_up,0,"寝起き,起床"
mandarin_collar,0,立襟
penis_on_face,0,"顔面チンポ置き,頬ズリ,W頬ズリ"
old_man,0,"オッサン,おじさん,おっさん,汚いおっさん,じじい,爺"
lion_girl,0,獅子娘
cat_cutout,0,"猫窗,猫奶窗"
striped_ribbon,0,
yellow_fur,0,
aru_(blue_archive),4,"陸八魔アル,アル,리쿠하치마아루,아루"
breast_suppress,0,用手压胸部
zombie,0,"🧟,ゾンビ,丧尸"
double_handjob,0,両手に茎
colored_pubic_hair,0,
high-waist_pants,0,
yellow_shorts,0,
wedgie,0,食い込み
red_rope,0,
partially_undressed,0,
see-through_silhouette,0,
holding_bowl,0,
starfish,0,"ヒトデ,海星"
cat_ear_headphones,0,"猫耳ヘッドホン,猫耳ヘッドフォン"
midair,0,半空中
karakasa_obake,0,唐傘お化け
averting_eyes,0,目光闪躲
tassel_hair_ornament,0,
slime_(substance),0,"スライム,史莱姆,スライム姦"
ellen_joe,4,"エレン・ジョー,エレンジョー,艾莲·乔,艾莲乔,EllenJoe,エレン・ジョー(ゼンゼロ)"
daiwa_scarlet_(umamusume),4,"ダイワスカーレット(ウマ娘),ダイワスカーレット,大和赤骥,大和赤驥,ダスカ"
arona_(blue_archive),4,"アロナ,アロナ(ブルーアーカイブ),아로나,arona"
clownpiece,4,"クラウンピース,克劳恩皮丝,클라운피스"
kogal,0,"コギャル,ギャル,黒ギャル"
mini_wings,0,
cat_lingerie,0,"ねこランジェリー,猫ランジェリー,ネコランジェリー,例の下着"
unbuttoned_shirt,0,
white_robe,0,
streaming_tears,0,
hand_on_own_arm,0,
red_belt,0,
pectoral_cleavage,0,
money,0,"お金,貨幣"
red_scrunchie,0,
holding_box,0,
hanako_(blue_archive),4,"浦和ハナコ,ハナコ,우라와하나코"
arms_under_breasts,0,
revolver,0,"リボルバー,回転式拳銃"
eiyuu_densetsu,3,"英雄伝説,英雄傳說,英雄传说,영웅전설"
soap_bubbles,0,"泡,シャボン玉"
firing,0,"発砲,射撃,発射"
long_tongue,0,長舌
wing_hair_ornament,0,
open_hands,0,
hirasawa_yui,4,"平沢唯,ゆいあず,yuihirasawa"
rice_shower_(umamusume),4,"ライスシャワー,ライスシャワー(ウマ娘),お兄様ホイホイ,米浴,Make_up_Vampire!,라이스샤워"
food_print,0,
sonoda_umi,4,"園田海未,海未ちゃん,園田海未生誕祭,海未の日"
darjeeling_(girls_und_panzer),4,"ダージリン,ダージリン(GuP),聖グロリアーナ女学院,ダー様,田尻凛,ダーペコ,ダッサム,ダーみほ,ケイダジ,西ダジ,ダーまほ,ダーカチュ,ダーマリ,ノーブルシスターズ,隊長組,大吉岭"
2others,0,
gradient_clothes,0,
hose,0,ホース
plana_(blue_archive),4,"A.R.O.N.A,プラナ,プラナ(ブルーアーカイブ),黒アロナ,クロナ"
engrish_text,0,
grey_sailor_collar,0,
princess_peach,4,"ピーチ姫,ピーチ,碧姬公主,피치공주,เจ้าหญิงพีช"
ayase_eli,4,"絢瀬絵里,エリーチカ,エリチカ,髪下ろしエリチ,のぞえり"
damaged,0,メカバレ
lower_body,0,下半身
black_fur,0,
suletta_mercury,4,"スレッタ・マーキュリー,スレッタっぱい,髪下ろしスレッタ,スレミオ"
armchair,0,
strapless_bikini,0,
sidelighting,0,
manhattan_cafe_(umamusume),4,"マンハッタンカフェ,マンハッタンカフェ(ウマ娘),曼城茶座,曼城插座,맨하탄카페"
computer_keyboard,0,キーボード
anus_peek,0,アナルチラ
pink_shorts,0,
pink_leotard,0,
hatching_(texture),0,"ハッチング,排线"
heart_brooch,0,
gradient_sky,0,
himekaidou_hatate,4,"姫海棠はたて,히메카이도하타테,姬海棠果"
trading_card,0,"トレーディングカード,交換卡片"
grapes,0,"葡萄,ぶどう,ブドウ,グレープ"
noodles,0,"麺,ヌードル"
hibike!_euphonium,3,"響け!ユーフォニアム北宇治高校吹奏楽部へようこそ,響け!ユーフォニアム,響けユーフォニアム,吹响吧!上低音号"
imminent_vaginal,0,
fur_hat,0,
samus_aran,4,"サムス・アラン,サムス,samus,萨姆斯·阿兰"
mahou_shoujo_lyrical_nanoha,3,魔法少女リリカルなのは
chest_hair,0,胸毛
father_and_daughter,0,父娘
sideless_outfit,0,"サイドオープン,サイドオープンチャイナドレス,サイドカットチャイナドレス"
cowlick,0,
front_ponytail,0,
defeat,0,"全滅,全滅フラグ,戦いに疲れたようだな。,敗北"
raccoon_girl,0,アライグマ娘
ssss.gridman,3,"ssss.gridman,SSSS.GRIDMAN,グリッドマン,SSSS_GRIDMAN,SSSSGRIDMAN"
kariginu,0,"狩衣,かりぎぬ,浄衣,水干,長絹"
cat_boy,0,"猫男,ねこ男,猫系男子,猫耳男子,貓人,猫人"
ibaraki_kasen,4,"茨木華扇,茨華仙,扇ぱい,奸佞邪智の鬼,이바라키카센,茨木华扇"
ambiguous_gender,0,
spread_anus,0,"アナルくぱぁ,ぽっかりアナル"
albino,0,"アルビノ,白皮症,東方アルビノ化"
popped_collar,0,
green_gemstone,0,"エメラルド,에메랄드,祖母綠"
shouting,0,
yukihana_lamy,4,"雪花ラミィ,らみあ~と,らみあ〜と,LamyArt,Lamyme,雪原冬花"
oyama_mahiro,4,"緒山真尋,緒山まひろ"
diagonal-striped_clothes,0,
megami_magazine,3,メガミマガジン
hk416_(girls'_frontline),4,"HK416,HK416(少女前線),HK416(ドールズフロントライン),416,416(ドールズフロントライン),흥국이"
ijichi_nijika,4,"伊地知虹夏,リョウ虹,虹夏,虹夏ちゃん"
knees_to_chest,0,
penis_awe,0,見せ槍
leaf_print,0,
scar_on_arm,0,
pokemon_oras,3,"ORAS,ポケモンORAS,ハルカ(ORAS),ユウキ(ORAS),ORASハルカ,ORASユウキ,オメガルビー,アルファサファイア"
scene_reference,0,
lifting_person,0,
leather_jacket,0,"ライダース,ライダースジャケット,革ジャン,レザージャケット,皮革夹克"
office_chair,0,オフィスチェア
egg_vibrator,0,"ローター,跳蛋,ピンクローター"
pointing_at_self,0,
aerith_gainsborough,4,"エアリス・ゲインズブール,エアリス,爱丽丝"
amputee,0,"欠損,隻脚,アクロトモフィリア,欠損少女,四肢欠損"
horror_(theme),0,"なにこれこわい,夢に出る,こっちみんな,ホラー"
holding_mask,0,
aqua_bowtie,0,
loose_necktie,0,
arms_around_neck,0,
diamond-shaped_pupils,0,
energy,0,
paper_fan,0,
doorway,0,戸口
steepled_fingers,0,
baggy_pants,0,
red_sailor_collar,0,
splatoon_3,3,"スプラトゥーン3,Splatoon3"
bb_(fate),4,"ビィビィ,BB,BB(Fate)"
to_love-ru,3,"ToLoveる,とらぶる"
boo_tao_(genshin_impact),4,
unsheathing,0,
toe_scrunch,0,
punishing:_gray_raven,3,"战双帕弥什,战双:帕弥什,战双,パニシング:グレイレイヴン,パニグレ,パ二グレ,punishinggrayraven,PGR,パニグレ意識"
solid_oval_eyes,0,
nami_(one_piece),4,"ナミ,娜美,Nami,ナミ(ONEPIECE)"
nude_cover,0,
breast_lift,0,乳上げ
multiple_wings,0,
pentagram,0,"五芒星,ペンタグラム,⛤"
winter_coat,0,
hata_no_kokoro,4,"秦こころ,はたのこころ,秦心"
ears_down,0,
hilda_(pokemon),4,"トウコ(トレーナー),トウコ,ホワイト(ポケスペ),トウトウ"
reverse_suspended_congress,0,"アナル固め,駅弁,背面駅弁,逆駅弁"
onigiri,0,"おにぎり,おむすび,御握,日式饭团,饭团"
gym_shorts,0,
fate_testarossa,4,"フェイト・テスタロッサ,フェイト・T・ハラオウン,フェイト・テスタロッサ・ハラオウン,なのフェイ"
orgy,0,"乱交,男女女男"
magia_record:_mahou_shoujo_madoka_magica_gaiden,3,"マギアレコード,マギレコ,魔法少女まどか☆マギカ外伝,魔法纪录"
spread_toes,0,
new_super_mario_bros._u_deluxe,3,NewスーパーマリオブラザーズUデラックス
yellow_panties,0,
ringlets,0,縦ロール
elysia_(honkai_impact),4,"爱莉希雅,エリシア,Elysia,エリシア(崩壊3rd)"
after_fellatio,0,
multiple_moles,0,
dancer,0,"踊り子,ベリーダンス,ダンサー"
track_pants,0,jogging_pants
shishiro_botan,4,"獅白ぼたん,ししらーと,深見獅那"
food_on_body,0,
march_7th_(honkai:_star_rail),4,"三月七,三月なのか,Siete_de_Marzo,Mar._7th,Март_7,7._März,7_de_Março"
cane,0,"杖,지팡이"
cynthia_(pokemon),4,"シロナ,シロナっぱい,シロナ(トレーナー),ポケモン界の女神,マジコスシロナ,シロヒカ,アカシロ"
bone,0,骨
cow_print_gloves,0,
acheron_(honkai:_star_rail),4,"黄泉,黄泉(スターレイル),Acheron,星穹铁道黄泉,AcheronHSR,崩铁黄泉,ヨミ,아케론,Acheswan"
ako_(blue_archive),4,"天雨アコ,아마우아코,아코,アコ"
sideways_mouth,0,
asymmetrical_footwear,0,
kasodani_kyouko,4,"幽谷響子,響子,幽谷响子,카소다니쿄코"
0_0,0,
houshou_(kancolle),4,"鳳翔,鳳翔(艦隊これくしょん),鳳翔(艦これ),全ての空母の母,お艦"
whistle_around_neck,0,
reference_inset,0,
lock,0,"錠前,じょうまえ,錠,じょう,ロック"
warship_girls_r,3,"战舰少女,战舰少女R,戰艦少女,戦艦少女,戦艦少女R,warshipgirls,전함소녀,전함소녀R,Warshipgirls,warship_girls"
wrist_ribbon,0,
tablet_pc,0,タブレットPC
minamoto_no_raikou_(fate),4,"源頼光,源頼光(Fate),源賴光,源赖光"
framed_breasts,0,
single_hair_intake,0,
pouring,0,
dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka,3,"ダンまち,ダンジョンに出会いを求めるのは間違っているだろうか,在地下城尋求邂逅是否搞錯了什麼,期待在地下城邂逅有错吗,在地下城寻求邂逅是否搞错了什么,dungeonnideaiwomotomerunowamachigatteirudarouka"
punching,0,
breast_tattoo,0,
romaji_text,0,ローマ字
paizuri_under_clothes,0,着衣パイズリ
holding_drink,0,
flip-flops,0,"ビーチサンダル,人字拖"
holding_scythe,0,
kirby_(series),3,"星のカービィ,カービィイラスト,星之卡比,擬カビ"
amagami,3,アマガミ
garreg_mach_monastery_uniform,0,
aqua_(konosuba),4,"アクア,アクア(このすば)"
chick,0,"ひよこ,ヒヨコ"
leotard_aside,0,股布ずらし
sepia,0,"セピア,セピア色"
tail_through_clothes,0,
microphone_stand,0,マイクスタンド
colored_extremities,0,
thank_you,0,
american_flag_print,0,
houshou_marine_(1st_costume),4,宝鐘マリン(通常)
sono_bisque_doll_wa_koi_wo_suru,3,"その着せ替え人形は恋をする,着せ恋,戀上換裝娃娃,更衣人偶坠入爱河,MyDressUpDarling,My_Dress-Up_Darling,My_Dress_Up_Darling"
towel_around_neck,0,
super_crown,0,"スーパークラウン,ピーチ姫化"
long_coat,0,
kinomoto_sakura,4,"木之本桜,木之本さくら,木之本樱,KinomotoSakura,SakuraKinomoto,Sakura_Kinomoto"
male_masturbation,0,"男オナニー,せんずり,女装オナニー"
pirate_hat,0,海賊帽子
orange_nails,0,
two-tone_skirt,0,
arm_rest,0,
saki_(manga),3,"咲-saki-,咲"
blue_scrunchie,0,
planted_sword,0,
spread_ass,0,
after_anal,0,
ladle,0,おたま
kotatsu,0,"こたつ,炬燵,コタツ"
roswaal_mansion_maid_uniform,0,
purple_rose,0,
kyuubi,0,"九尾,九尾の狐,九尾狐,구미호,クミホ"
nanami_chiaki,4,七海千秋
uneven_eyes,0,
otonokizaka_school_uniform,0,"国立音ノ木坂学院制服,国立音ノ木坂学院女子制服,音ノ木坂学院制服,音ノ木坂学院女子制服"
lowleg_bikini,0,
fox,0,"狐,キツネ,きつね"
throne,0,"玉座,王座,宝座"
holding_strap,0,
bikini_top_lift,0,
see-through_dress,0,
byleth_(female)_(fire_emblem),4,"ベレス,ベレト♀,ベレス(FE風花雪月),ベレス=アイスナー,ベレス先生"
noa_(blue_archive),4,"生塩ノア,生盐诺亚"
imminent_rape,0,"レイプフラグ,即レイプ"
idol_clothes,0,アイドル衣装
butterfly_wings,0,
artist_self-insert,0,"コテキャラ,代理キャラ,自设,sona,my_sona,self_sona,selfsona,artist_sona,artistsona,my_persona"
orange_(fruit),0,"オレンジ,橙子"
asashio_(kancolle),4,"朝潮(艦隊これくしょん),朝潮(艦これ),朝潮"
multicolored_wings,0,
umineko_no_naku_koro_ni,3,"うみねこのなく頃に,海猫鸣泣之时,うみねこFA"
red_armband,0,
purple_halo,0,
jacket_around_waist,0,
statue,0,"彫像,雕塑"
three_quarter_view,0,
bra_peek,0,ブラチラ
open_door,0,
grey_panties,0,
bicycle,0,"自行车,单车,自転車,脚踏车,ママチャリ"
leaning_on_person,0,倚靠在别人身上
kita_high_school_uniform,0,"県立北高校制服,県立北高校(涼宮ハルヒの憂鬱)"
swimsuit_aside,0,股布ずらし
prinz_eugen_(kancolle),4,"プリンツ・オイゲン,プリンツ・オイゲン(艦隊これくしょん),プリケツ・オイゲン,パイオツ・オイゲン,プリンツ・オイゲン(艦これ),欧根"
frilled_one-piece_swimsuit,0,
waterfall,0,滝
jeanne_d'arc_(ruler)_(fate),4,ルーラー
o-ring_choker,0,
junko_(touhou),4,"純狐,纯狐,순호"
fur-trimmed_boots,0,
lightning,0,"雷,稲妻,落雷,打雷"
reverse_grip,0,"逆手持ち,逆手"
bandaids_on_nipples,0,BAN装甲
winged_arms,0,
kiana_kaslana,4,"琪亚娜,琪亚娜·卡斯兰娜,キアナ,キアナ・カスラナ,キアナ·カスラナ,Kiana"
wolf,0,"狼,オオカミ"
digimon_(creature),0,
unmoving_pattern,0,
landscape,0,"自然风景,景観,風景画"
yellow_cardigan,0,
nilou_(genshin_impact),4,"Nilou,ニィロウ,ネル(原神),妮露,原神妮露,kavelou"
diagonal_bangs,0,
ribbed_shirt,0,
yuru_yuri,3,"ゆるゆり,ゆるゆり活動日記,YRYR,摇曳百合"
monster_boy,0,"モンスター男子,亜人"
vertical-striped_dress,0,
multiple_belts,0,
purple_sleeves,0,
tomoe_mami_(magical_girl),4,
test_tube,0,"試験管,시험관,试管"
family,0,
naruto,3,"ナルト,NARUTO,火影忍者,NARUTO【腐】"
white_feathers,0,
unworn_mask,0,マスクオフ
ankle_socks,0,
lappland_(arknights),4,"拉普兰德,ラップランド,ラップランド(アークナイツ),双狼组"
coattails,0,
nishizumi_maho,4,"西住まほ,黒森峰女学園,西住姉妹,みほまほ,エリまほ,まほゆか,まほミカ,ダーまほ,まほチョビ,西住サンド,隊長組,変態まほさん,西住まほ生誕祭"
fatal_fury,3,"餓狼伝説,餓狼,fatalfury"
panty_&_stocking_with_garterbelt,3,"パンティ&ストッキングwithガーターベルト,PSG,Panty&StockingwithGarterbelt,吊带袜天使,PaSwG,pantyandstocking,パンスト,pantyandstockingwithgarterbelt"
prosthetic_arm,0,義手
rose_print,0,
crab,0,"🦀,蟹,かに,カニ,クラブ"
whiskers,0,
tissue_box,0,
tomoe_(symbol),0,巴紋
shotgun,0,"ショットガン,散弾銃,霰弹枪"
toki_(bunny)_(blue_archive),4,"トキ(バニーガール),飛鳥馬トキ(バニーガール)"
green_cape,0,
momoi_(blue_archive),4,"モモイ,モモイ(ブルアカ),モモイ(ブルーアーカイブ),才羽モモイ,모모이,사이바모모이,桃井,小桃,王小桃,momoi,saiba_momoi"
w_arms,0,
mejiro_mcqueen_(umamusume),4,"メジロマックイーン,メジロマックイーン(ウマ娘),目白麦昆"
suction_cups,0,吸盤
turning_head,0,
rabbit_pose,0,"うさみみポーズ,手で耳"
diamond_button,0,
hairpods,0,
peeking_out,0,のぞき
bolt_action,0,"ボルトアクション方式,ボルトアクションほうしき,手動槍機"
green_theme,0,"緑,緑色"
long_hair_between_eyes,0,
surgical_mask,0,"衛生マスク,サージカルマスク"
gourd,0,"ひょうたん,ヒョウタン,瓢箪,瓢簞"
maid_bikini,0,メイドビキニ
miki_sayaka_(magical_girl),4,
animal_on_shoulder,0,
kissing_cheek,0,"ほっぺちゅー,ほっぺチュー"
irrumatio,0,"イラマチオ,イラマチオハンドル,イマラチオ"
flexible,0,柔软
purple_choker,0,
purple_wings,0,
crazy_eyes,0,
thong_leotard,0,
weibo_logo,0,
road_sign,0,道路標識
>:(,0,
pom_pom_hair_ornament,0,
inoue_takina,4,"井ノ上たきな,ちさたき,蒲焼太郎,たきちさ"
ushio_(kancolle),4,"潮,潮(艦隊これくしょん),潮(艦これ),潮っぱい"
pussy_juice_stain,0,
towel_on_head,0,
toilet,0,"🚽,トイレ,洋式,便器,洋式トイレ"
assisted_exposure,0,"脱がす,脱がせる,水着剥ぎ,曝光身体"
closed_umbrella,0,
bone_hair_ornament,0,
green_sweater,0,
pumps,0,パンプス
aikatsu!_(series),3,"アイカツ!,アイカツ,偶像活动"
crow,0,"カラス,乌鸦"
gloved_handjob,0,"手袋コキ,手袋手コキ"
clone,0,分身
pink_scarf,0,
holding_axe,0,
multicolored_skirt,0,
macross,3,"マクロス,超時空要塞,超时空要塞"
yukikaze_(kancolle),4,"雪風,雪風(艦隊これくしょん),雪風(艦これ)"
blue_serafuku,0,
hydrangea,0,"アジサイ,ハイドランジア,紫陽花,绣球花"
impossible_shirt,0,
mask_pull,0,
heart_background,0,
cat_paws,0,
orange_bowtie,0,
poking,0,
higuchi_madoka,4,"樋口円香,円香,mado,mdk,hgcmdk"
virgin_killer_sweater,0,"童貞を殺すセーター,スケベニット,例のセーター"
no_pussy,0,
butt_plug,0,"アナルプラグ,ジュエリーアナルプラグ,アナルジュエリー"
penguin,0,"🐧,ペンギン,ペンギン目,ペンギン科"
santa_dress,0,
kyubey,4,"キュゥべえ,QB"
bubble_skirt,0,"パニエ,蓬蓬裙"
cum_pool,0,
furry_with_non-furry,0,
red_headband,0,
puddle,0,"水たまり,水溜り,水溜まり"
morrigan_aensland,4,"モリガン・アーンスランド,モリガン,morriganaensland,莫妮卡"
blood_from_mouth,0,口からの血
hakos_baelz,4,"ハコス・ベールズ,illustrayBAE,ベーアート,BaelzBrush,HakosBaelz"
bustier,0,ビスチェ
tie_clip,0,ネクタイピン
:>=,0,"ひょっとこフェラ,バキュームフェラ"
resident_evil,3,"バイオハザード,ResidentEvil,生化危机"
